,title,author,main_genre,sub_genre,type,price,rating,num_of_people_rated,autor_api,year_public,isbn,price_euro
1818,The Girl Games,Joan Holub,Children's Books,Sport,Paperback,₹247.77,4.6,456.0,Joan Holub,2012.0,0545496144,2.775024
1822,Up for Air,Laurie Morrison,Children's Books,Sport,Paperback,₹549.00,4.5,473.0,George Orwell,1999.0,9781595404817,6.1488
1823,Roller Girl,Victoria Jamieson,Children's Books,Sport,Paperback,₹310.00,4.7,4023.0,Victoria Jamieson,2016.0,9780698190610,3.472
1826,Forget-Me-Not Lake,Poppy Green,Children's Books,Sport,Paperback,₹195.00,4.8,237.0,Poppy Green,2015.0,148142999X,2.184
1827,Who Is Pele?,James Buckley,Children's Books,Sport,Paperback,₹172.00,4.8,1149.0,"Buckley, James Jr",2018.0,0399542620,1.9264
1832,Wonderscape,Jennifer Bell,Children's Books,Sport,Paperback,₹241.00,4.6,480.0,Jennifer Bell,2020.0,9781406391725,2.6992
1838,Flying Change,G G Collins,Children's Books,Sport,Kindle Edition,₹163.00,4.4,7.0,Sara Gruen,2013.0,9780061447440,1.8256
1844,Football Stars,Team Pegasus,Children's Books,Sport,Paperback,₹159.00,4.1,54.0,Sydelle Kramer,1997.0,0448415917,1.7808
1847,How To...Football,DK,Children's Books,Sport,Hardcover,₹421.00,4.5,272.0,Lee Jackson,2019.0,030022463X,4.7152
1848,Out of My Heart,Sharon M. Draper,Children's Books,Sport,Hardcover,"₹1,348.08",4.8,2095.0,Sharon M. Draper,2021.0,9781665902175,15.098495999999999
1872,Girl Who Drank The Moon,Kelly Barnhill,Children's Books,Traditional Stories,Paperback,₹241.00,4.5,25969.0,Kelly Regan Barnhill,2016.0,373735538X,2.6992
1876,101 Panchtantra Stories,Dreamland Publications,Children's Books,Traditional Stories,Paperback,₹175.00,4.4,9411.0,Desconocido,,9789387971493,1.96
1878,Greatest Short Stories For Children,Various,Children's Books,Traditional Stories,Paperback,₹149.00,4.2,230.0,Various,2021.0,9789354403699,1.6688
1901,Attack on Titan Vol. 1,Hajime Isayama,Comics & Mangas,Comics,Kindle Edition,₹513.00,4.6,8642.0,Hajime Isayama,2012.0,3551742332,5.7456
1903,Krishna (Amar Chitra Katha),Anant Pai,Comics & Mangas,Comics,Kindle Edition,₹71.40,4.6,1242.0,Pancharatna,2001.0,8175081422,0.7996800000000001
1905,Valmiki's Ramayana,Multiple Writers,Comics & Mangas,Comics,Kindle Edition,₹313.95,4.7,569.0,Subba Rao,2002.0,9788184820089,3.51624
1911,Diary of a Wimpy Kid: The Box of Books (,Jeff Kinney,Comics & Mangas,Comics,Paperback,"₹1,099.00",4.6,65.0,Jeff Kinney,2014.0,9781419715389,12.3088
1913,Chanakya,YAGYA SHARMA,Comics & Mangas,Comics,Kindle Edition,₹70.00,4.5,1347.0,Radhakrishnan Pillai,2010.0,8184951337,0.784
1916,Diary of a Wimpy Kid Box Set - Books 1 -,Jeff Kinney,Comics & Mangas,Comics,Paperback,"₹2,659.69",4.5,612.0,Jeff Kinney,2018.0,9789123925865,29.788528
1917,Mahabharata,B.R. BHAGWAT,Comics & Mangas,Comics,Kindle Edition,₹70.00,4.4,1285.0,Bibek Debroy,2012.0,0143433164,0.784
1924,Hanuman,Anant Pai,Comics & Mangas,Comics,Paperback,₹79.00,4.6,1014.0,Anantanand Rambachan,1992.0,0963416413,0.8848
1925,Avengers vs. Thanos,Steve Englehart,Comics & Mangas,Comics,Kindle Edition,"₹2,046.45",4.1,713.0,Joe Caramagna,2014.0,1302910337,22.92024
1928,Kadambari,KAMALA CHANDRAKANT,Comics & Mangas,Comics,Kindle Edition,₹55.65,4.1,77.0,Bāṇa.,1883.0,9780824029982,0.62328
1930,TINKLE DIGEST 1,ANANT PAI,Comics & Mangas,Comics,Kindle Edition,₹55.65,4.4,944.0,RAJNI THINDIATH,2016.0,9789388243063,0.62328
1931,Stories of Creation,SHALINI SRINIVASAN,Comics & Mangas,Comics,Kindle Edition,₹71.40,4.4,184.0,Alice Joyce Davidson,1984.0,9780837850665,0.7996800000000001
1934,Bahubali,SUBBA RAO,Comics & Mangas,Comics,Kindle Edition,₹55.65,4.4,305.0,Mān̐gīlāla Jaina,1989.0,,0.62328
1936,The Elephant In The Womb,Kalki Koechlin,Comics & Mangas,Comics,Paperback,₹288.00,4.3,118.0,Kalki Koechlin,2022.0,9780143454052,3.2256
1937,TINKLE DOUBLE DIGEST 6,ANANT PAI,Comics & Mangas,Comics,Kindle Edition,₹94.50,4.4,1041.0,Desconocido,,9788184827323,1.0584
1938,Attack on Titan Vol. 3,Hajime Isayama,Comics & Mangas,Comics,Kindle Edition,₹235.60,4.8,3986.0,Hajime Isayama,2012.0,9781612626178,2.6387199999999997
1939,Attack on Titan Vol. 2,Hajime Isayama,Comics & Mangas,Comics,Kindle Edition,₹207.10,4.8,5583.0,Hajime Isayama,2012.0,1612620256,2.31952
1941,Tinkle Digest No. 59,Multiple Authors,Comics & Mangas,Comics,Kindle Edition,₹94.50,4.5,17.0,Desconocido,,9788184828269,1.0584
1951,Attack on Titan Vol. 1,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹513.00,4.6,8642.0,Hajime Isayama,2012.0,3551742332,5.7456
1955,Attack on Titan Vol. 3,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹235.60,4.8,3986.0,Hajime Isayama,2012.0,9781612626178,2.6387199999999997
1956,Attack on Titan Vol. 2,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹207.10,4.8,5583.0,Hajime Isayama,2012.0,1612620256,2.31952
1960,Attack on Titan Vol. 5,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹473.71,4.8,3144.0,Hajime Isayama,2013.0,9781612626192,5.305552
1963,Attack on Titan Vol. 4,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹455.05,4.7,3786.0,Hajime Isayama,2013.0,9781612626185,5.09656
1966,CHAINSAW MAN VOL. 12,Tatsuki Fujimoto,Comics & Mangas,Mangas,Paperback,₹610.00,4.8,772.0,Tatsuki Fujimoto,2023.0,1974740587,6.832
1967,Attack on Titan Vol. 6,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹475.00,4.8,2667.0,Hajime Isayama,2013.0,1612626203,5.32
1969,Devotees of Vishnu,Anant Pai,Comics & Mangas,Mangas,Kindle Edition,₹126.00,4.7,156.0,Anant Pai,1987.0,,1.4112
1971,Attack on Titan Vol. 7,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹489.38,4.8,2436.0,Hajime Isayama,2013.0,1612626211,5.481056
1972,Timeless Classic,Multiple Writers,Comics & Mangas,Mangas,Kindle Edition,₹208.95,4.4,19.0,Washington Irving,2011.0,9781619828872,2.3402399999999997
1973,Attack on Titan Vol. 8,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹519.36,4.8,2391.0,Hajime Isayama,2013.0,1612626815,5.816832
1977,"DRAGON BALL SUPER, VOL. 16",AKIRA TORIYAMA,Comics & Mangas,Mangas,Paperback,₹618.00,4.8,1544.0,Akira Toriyama,2022.0,1974732118,6.9216
1982,Initial D Vol. 1,Shuichi Shigeno,Comics & Mangas,Mangas,Kindle Edition,₹539.31,4.7,203.0,Shuuichi Shigeno,,9784063235678,6.040271999999999
1983,Initial D Vol. 2,Shuichi Shigeno,Comics & Mangas,Mangas,Kindle Edition,₹539.31,4.8,113.0,Shuuichi Shigeno,,9784063235838,6.040271999999999
1987,Spy X Family: Vol.4,Tatsuya Endo,Comics & Mangas,Mangas,Paperback,₹492.00,4.9,5053.0,Tatsuya Endo,2021.0,8418562889,5.5104
1988,A Silent Voice 1,Yoshitoki Oima,Comics & Mangas,Mangas,Paperback,₹549.00,4.7,1568.0,Yoshitoki Oima,2015.0,163236056X,6.1488
1989,Blue Lock 4,Muneyuki Kaneshiro,Comics & Mangas,Mangas,Paperback,₹824.91,4.7,375.0,Muneyuki Kaneshiro,2022.0,1646516575,9.238992
1993,Folktales Of Japan,Multiple Writers,Comics & Mangas,Mangas,Kindle Edition,₹98.70,4.3,59.0,"Seki, Keigo",1963.0,,1.10544
1994,Tinkle Double Double Digest No. 13,Multiple Writers,Comics & Mangas,Mangas,Kindle Edition,₹232.05,4.5,205.0,Desconocido,,8184827652,2.59896
2001,Data Structures and Algorithms Made Easy in Java,Narasimha Karumanchi,"Computing, Internet & Digital Media",Computer Science,Paperback,₹599.00,4.3,1189.0,Narasimha Karumanchi,2011.0,9781466304161,6.7088
2002,The Coming Wave,Mustafa Suleyman,"Computing, Internet & Digital Media",Computer Science,Paperback,₹583.00,4.3,1343.0,Oliver Optic,2014.0,1499701934,6.5296
2007,Data Structure and Algorithmic Thinking with Python,Narasimha Karumanchi,"Computing, Internet & Digital Media",Computer Science,Paperback,₹599.00,4.3,763.0,Narasimha Karumanchi,2015.0,9788192107592,6.7088
2010,Computer,Rani Ahilya,"Computing, Internet & Digital Media",Computer Science,Paperback,₹48.00,4.2,1110.0,A. Rushton,1986.0,9780256085099,0.5376
2011,The MANIAC,Benjamin Labatut,"Computing, Internet & Digital Media",Computer Science,Paperback,₹469.99,4.6,664.0,Irving Wallace,1978.0,0552091456,5.263888
2015,HBRs 10 Must Reads on Strategy,Harvard Business Review,"Computing, Internet & Digital Media",Computer Science,Paperback,₹450.00,4.6,1157.0,Harvard Business Review.,2011.0,9781422157985,5.04
2024,Machine Learning with PyTorch and Scikit-Learn,Sebastian Raschka,"Computing, Internet & Digital Media",Computer Science,Paperback,₹970.00,4.5,246.0,Sebastian Raschka,2022.0,9781801819312,10.864
2028,Life 3.0,Rob Shapiro,"Computing, Internet & Digital Media",Computer Science,Audible Audiobook,₹820.00,4.4,5273.0,Max Tegmark,2018.0,0141981806,9.184
2029,"Data Structures and Algorithms Made Easy: Data Structures and Algorithmic Puzzles, Fifth Edition",Narasimha Karumanchi,"Computing, Internet & Digital Media",Computer Science,Kindle Edition,₹449.00,3.5,9.0,Narasimha Karumanchi,2016.0,819324527X,5.0288
2031,THE EMPEROR'S NEW MIND,Roger Penrose,"Computing, Internet & Digital Media",Computer Science,Paperback,₹531.00,4.5,566.0,Roger Penrose,2016.0,6055250691,5.9472
2034,Solutions Architect's Handbook - Second Edition,Saurabh Shrivastava,"Computing, Internet & Digital Media",Computer Science,Paperback,"₹1,473.48",4.4,286.0,Saurabh Shrivastava,2022.0,1801816611,16.502976
2040,HBR's 10 Must Reads on Leading Digital T,Harvard Business Review,"Computing, Internet & Digital Media",Computer Science,Paperback,₹545.00,4.5,97.0,Harvard Business Review Harvard Business Review,2021.0,1647822181,6.104
2042,What Is ChatGPT Doing ... and Why Does It Work?,Stephen Wolfram,"Computing, Internet & Digital Media",Computer Science,Kindle Edition,₹192.00,4.2,874.0,Stephen Wolfram,2023.0,1579550819,2.1504
2047,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Paperback,₹348.16,4.3,17328.0,Neal Stephenson,2021.0,9781596061576,3.899392
2048,The Innovators,Walter Isaacson,"Computing, Internet & Digital Media",Computer Science,Paperback,₹459.00,4.6,5388.0,Clayton M. Christensen,2006.0,9784798100234,5.1408
2053,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,₹599.00,4.4,2993.0,Narasimha Karumanchi,2011.0,9780615459813,6.7088
2055,Computational Thinking,G Venkatesh,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,₹562.00,4.5,159.0,Sean Ahlquist,2011.0,047066570X,6.2943999999999996
2065,Coding Interview Questions,Narasimha Karumanchi,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,₹727.00,4.3,382.0,Narasimha Karumanchi,2014.0,9788192107516,8.1424
2068,Oracle Expert,TANVEER A,"Computing, Internet & Digital Media",Databases & Big Data,Kindle Edition,₹381.00,4.5,2.0,Thomas Kyte,2010.0,9781430229476,4.2672
2069,Database Design and Modeling with Google Cloud,Abirami Sukumaran,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"₹2,549.00",5.0,3.0,Abirami Sukumaran,2023.0,180461145X,28.5488
2083,People Skills for Analytical Thinkers,Gilbert Eijkelenboom,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"₹1,577.00",4.4,237.0,Gilbert Eijkelenboom,2021.0,9798780170563,17.662399999999998
2095,Practical SQL: A Beginner's Guide to Storytelling with Data,Anthony Debarros,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"₹1,937.40",4.7,153.0,Anthony DeBarros,2018.0,1593278276,21.69888
2097,AWS Certified Machine Learning Specialty MLS-C01 Certification Guide,Somanath Nanda,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"₹3,459.00",4.1,36.0,Somanath Nanda,2021.0,9781800569003,38.7408
2112,YouTube Secrets: The Ultimate Guide to Growing Your Following and Making Money as a Video Influencer,Sean Connell,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹274.00,4.5,3285.0,Sean Cannell,2018.0,9781544511818,3.0688
2123,THE DESIGN OF EVERYDAY THINGS,Don Norman,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹627.00,4.4,7255.0,Don Norman,1988.0,046500394X,7.0224
2124,System Design Interview – An insider's guide,Alex Xu,"Computing, Internet & Digital Media",Internet & Social Media,Kindle Edition,"₹1,099.00",4.6,941.0,Alex Xu,2022.0,1736049119,12.3088
2130,"CCSP Certified Cloud Security Professional All-in-One Exam Guide, Third Edition",Daniel Carter,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,"₹3,788.33",4.4,21.0,Daniel Carter,2022.0,9781264842209,42.429296
2134,The Man Who Solved the Market,Gregory Zuckerman,"Computing, Internet & Digital Media",Internet & Social Media,Audible Audiobook,₹888.00,4.4,4313.0,Gregory Zuckerman,2019.0,073521798X,9.9456
2138,Voice over Internet Protocol (VoIP) Security,James F. Ransome  PhD  CISM  CISSP,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹708.00,5.0,2.0,"Ransome, , CISM, CISSP, James F.",2005.0,9780080470467,7.9296
2144,MY BRAIN HAS TOO MANY TABS OPEN,Tanya Goodin,"Computing, Internet & Digital Media",Internet & Social Media,Hardcover,₹618.00,3.9,23.0,Kimberly Hill,2017.0,9781522073260,6.9216
2146,INTERNET & WORLD WIDE WEB HOW TO PROGRAM,Deitel,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹170.00,3.5,4.0,Paul J. Deitel,2001.0,0130308978,1.904
2149,HATCHING TWITTER,Nick Bilton,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹440.00,4.4,2742.0,Nick Bilton,2013.0,9781444761979,4.928
2154,(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,Mike Chapple,"Computing, Internet & Digital Media",Network Administration,Paperback,"₹5,210.00",4.7,1208.0,Mike Chapple,2021.0,1119790026,58.352
2156,Computer Networks: A Top-Down Approach,Behrouz A. Forouzan,"Computing, Internet & Digital Media",Network Administration,Paperback,₹945.00,4.1,98.0,James Kurose,2016.0,9780133594140,10.584
2162,Voice over Internet Protocol (VoIP) Security,James F. Ransome  PhD  CISM  CISSP,"Computing, Internet & Digital Media",Network Administration,Paperback,₹708.00,5.0,2.0,"Ransome, , CISM, CISSP, James F.",2005.0,9780080470467,7.9296
2167,"Embedded Linux Development Using Yocto Project Cookbook: Practical recipes to help you leverage the power of Yocto to build exciting Linux-based systems, 2nd Edition",Alex González,"Computing, Internet & Digital Media",Network Administration,Kindle Edition,₹722.39,4.3,29.0,Alex Gonzalez,2018.0,9781788399210,8.090768
2176,Information Security Governance,Andrej Volchkov,"Computing, Internet & Digital Media",Network Administration,Paperback,"₹4,361.00",3.9,3.0,Krag Brotby,2008.0,9780470476000,48.843199999999996
2177,The Mobile Application Hacker's Handbook,Dominic Chell,"Computing, Internet & Digital Media",Network Administration,Kindle Edition,₹412.41,4.6,68.0,Dominic Chell,2015.0,9781118958506,4.618992
2184,Programming Massively Parallel Processors: A Hands-on Approach,David B. Kirk,"Computing, Internet & Digital Media",Network Administration,Paperback,"₹3,250.00",5.0,13.0,David B. Kirk,2016.0,9780128119860,36.4
2191,"CCNA 200-301 Official Cert Guide, Volume 1",Wendell Odom,"Computing, Internet & Digital Media",Network Administration,Hardcover,₹427.00,4.7,1297.0,Wendell Odom,2021.0,9780135768471,4.7824
2193,Computer Organization and Architecture,Rajaraman,"Computing, Internet & Digital Media",Network Administration,Paperback,₹210.00,2.9,11.0,"Stallings, William.",2006.0,9780131856448,2.352
2200,Machine Learning with PyTorch and Scikit-Learn,Sebastian Raschka,"Computing, Internet & Digital Media",Operating Systems,Paperback,₹970.00,4.5,246.0,Sebastian Raschka,2022.0,9781801819312,10.864
2203,"LINUX BASICS FOR HACKERS: Getting Started with Networking, Scripting, and Security in Kali",OccupyTheWeb,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹2,115.00",4.7,2188.0,OccupyTheWeb,2018.0,9781593278557,23.688
2206,"Embedded Linux Development Using Yocto Project Cookbook: Practical recipes to help you leverage the power of Yocto to build exciting Linux-based systems, 2nd Edition",Alex González,"Computing, Internet & Digital Media",Operating Systems,Kindle Edition,₹722.39,4.3,29.0,Alex Gonzalez,2018.0,9781788399210,8.090768
2235,Python Essential Reference,David Beazley,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹3,290.00",4.6,174.0,David M. Beazley,2007.0,9780768664980,36.848
2242,UNIX and Linux System Administration Handbook,Evi Nemeth,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹5,321.00",4.8,651.0,Evi Nemeth,2017.0,9780134278292,59.5952
2244,Kali Linux Revealed: Mastering the Penetration Testing Distribution,Raphael Hertzog,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹2,800.00",4.4,562.0,Raphael Hertzog,2017.0,9780997615609,31.36
2249,OpenJDK Cookbook,Alex Kasko,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹3,059.00",3.0,1.0,Alex Kasko,2015.0,1849698406,34.260799999999996
2250,Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹575.00,4.4,2993.0,Narasimha Karumanchi,2016.0,819324527X,6.4399999999999995
2253,Data Structures and Algorithms Made Easy in Java,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹599.00,4.3,1189.0,Narasimha Karumanchi,2011.0,9781466304161,6.7088
2255,Data Structure and Algorithmic Thinking with Python: Data Structure and Algorithmic Puzzles,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Kindle Edition,₹449.00,4.3,763.0,Narasimha Karumanchi,2015.0,9788192107592,5.0288
2258,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹311.00,4.3,83338.0,Gabrielle Zevin,2024.0,152911554X,3.4832
2259,Data Structure and Algorithmic Thinking with Python,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹599.00,4.3,763.0,Narasimha Karumanchi,2015.0,9788192107592,6.7088
2265,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹599.00,4.4,2993.0,Narasimha Karumanchi,2011.0,9780615459813,6.7088
2269,Algorithms,Sanjoy Dasgupta,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹640.00,5.0,2.0,Thomas H. Cormen,2009.0,0262531968,7.168
2275,Solutions Architect's Handbook - Second Edition,Saurabh Shrivastava,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,"₹1,473.48",4.4,286.0,Saurabh Shrivastava,2022.0,1801816611,16.502976
2282,System Design Interview – An insider's guide,Alex Xu,"Computing, Internet & Digital Media",Programming & Software Development,Kindle Edition,"₹1,099.00",4.6,941.0,Alex Xu,2022.0,1736049119,12.3088
2287,The Staff Engineer's Path,Tanya Reilly,"Computing, Internet & Digital Media",Programming & Software Development,Kindle Edition,"₹1,140.00",4.6,402.0,Michael B. Riddle,2022.0,9798354930661,12.768
2288,Coding Interview Questions,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Kindle Edition,₹449.00,4.3,382.0,Narasimha Karumanchi,2014.0,9788192107516,5.0288
2293,Python Tricks: A Buffet Of Awesome Python Features,Dan Bader,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹327.00,4.5,1736.0,Dan Bader,2017.0,1775093301,3.6624
