,title,author,main_genre,sub_genre,type,price,rating,num_of_people_rated,autor_api,year_public,isbn,price_euro
1973,Attack on Titan Vol. 8,Hajime Isayama,Comics & Mangas,Mangas,Kindle Edition,₹519.36,4.8,2391.0,Hajime Isayama,2013.0,1612626815,5.816832
1977,"DRAGON BALL SUPER, VOL. 16",AKIRA TORIYAMA,Comics & Mangas,Mangas,Paperback,₹618.00,4.8,1544.0,Akira Toriyama,2022.0,9781974732111,6.9216
1982,Initial D Vol. 1,Shuichi Shigeno,Comics & Mangas,Mangas,Kindle Edition,₹539.31,4.7,203.0,Shuuichi Shigeno,,9784063235678,6.040271999999999
1983,Initial D Vol. 2,Shuichi Shigeno,Comics & Mangas,Mangas,Kindle Edition,₹539.31,4.8,113.0,Shuuichi Shigeno,,9784063235838,6.040271999999999
1987,Spy X Family: Vol.4,Tatsuya Endo,Comics & Mangas,Mangas,Paperback,₹492.00,4.9,5053.0,Tatsuya Endo,2021.0,4088822293,5.5104
1988,A Silent Voice 1,Yoshitoki Oima,Comics & Mangas,Mangas,Paperback,₹549.00,4.7,1568.0,Yoshitoki Oima,2015.0,163236056X,6.1488
1989,Blue Lock 4,Muneyuki Kaneshiro,Comics & Mangas,Mangas,Paperback,₹824.91,4.7,375.0,Muneyuki Kaneshiro,2022.0,9781646516575,9.238992
1993,Folktales Of Japan,Multiple Writers,Comics & Mangas,Mangas,Kindle Edition,₹98.70,4.3,59.0,"Seki, Keigo",1963.0,,1.10544
1994,Tinkle Double Double Digest No. 13,Multiple Writers,Comics & Mangas,Mangas,Kindle Edition,₹232.05,4.5,205.0,Desconocido,,9788184827651,2.59896
2001,Data Structures and Algorithms Made Easy in Java,Narasimha Karumanchi,"Computing, Internet & Digital Media",Computer Science,Paperback,₹599.00,4.3,1189.0,Narasimha Karumanchi,2011.0,1466304162,6.7088
2002,The Coming Wave,Mustafa Suleyman,"Computing, Internet & Digital Media",Computer Science,Paperback,₹583.00,4.3,1343.0,Desconocido,2013.0,9780989228909,6.5296
2007,Data Structure and Algorithmic Thinking with Python,Narasimha Karumanchi,"Computing, Internet & Digital Media",Computer Science,Paperback,₹599.00,4.3,763.0,Narasimha Karumanchi,2015.0,9788192107592,6.7088
2010,Computer,Rani Ahilya,"Computing, Internet & Digital Media",Computer Science,Paperback,₹48.00,4.2,1110.0,A. Rushton,1986.0,0256084947,0.5376
2011,The MANIAC,Benjamin Labatut,"Computing, Internet & Digital Media",Computer Science,Paperback,₹469.99,4.6,664.0,Irving Wallace,1994.0,9780671785239,5.263888
2015,HBRs 10 Must Reads on Strategy,Harvard Business Review,"Computing, Internet & Digital Media",Computer Science,Paperback,₹450.00,4.6,1157.0,Harvard Business Review.,2011.0,1422157989,5.04
2024,Machine Learning with PyTorch and Scikit-Learn,Sebastian Raschka,"Computing, Internet & Digital Media",Computer Science,Paperback,₹970.00,4.5,246.0,Sebastian Raschka,2022.0,1801819319,10.864
2028,Life 3.0,Rob Shapiro,"Computing, Internet & Digital Media",Computer Science,Audible Audiobook,₹820.00,4.4,5273.0,Max Tegmark,2017.0,9780141981802,9.184
2029,"Data Structures and Algorithms Made Easy: Data Structures and Algorithmic Puzzles, Fifth Edition",Narasimha Karumanchi,"Computing, Internet & Digital Media",Computer Science,Kindle Edition,₹449.00,3.5,9.0,Narasimha Karumanchi,2016.0,9788193245279,5.0288
2031,THE EMPEROR'S NEW MIND,Roger Penrose,"Computing, Internet & Digital Media",Computer Science,Paperback,₹531.00,4.5,566.0,Roger Penrose,2016.0,0147701031,5.9472
2034,Solutions Architect's Handbook - Second Edition,Saurabh Shrivastava,"Computing, Internet & Digital Media",Computer Science,Paperback,"₹1,473.48",4.4,286.0,Saurabh Shrivastava,2022.0,9781801816618,16.502976
2040,HBR's 10 Must Reads on Leading Digital T,Harvard Business Review,"Computing, Internet & Digital Media",Computer Science,Paperback,₹545.00,4.5,97.0,Harvard Business Review Harvard Business Review,2021.0,1647822181,6.104
2042,What Is ChatGPT Doing ... and Why Does It Work?,Stephen Wolfram,"Computing, Internet & Digital Media",Computer Science,Kindle Edition,₹192.00,4.2,874.0,Stephen Wolfram,2023.0,9781579550820,2.1504
2047,Snow Crash,Neal Stephenson,"Computing, Internet & Digital Media",Computer Science,Paperback,₹348.16,4.3,17328.0,Neal Stephenson,2021.0,9788576570547,3.899392
2048,The Innovators,Walter Isaacson,"Computing, Internet & Digital Media",Computer Science,Paperback,₹459.00,4.6,5388.0,Clayton M. Christensen,2016.0,9781633691780,5.1408
2053,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,₹599.00,4.4,2993.0,Narasimha Karumanchi,2011.0,9780615459813,6.7088
2055,Computational Thinking,G Venkatesh,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,₹562.00,4.5,159.0,Allen B. Downey,2018.0,9781492040200,6.2943999999999996
2065,Coding Interview Questions,Narasimha Karumanchi,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,₹727.00,4.3,382.0,Narasimha Karumanchi,2014.0,9788192107516,8.1424
2068,Oracle Expert,TANVEER A,"Computing, Internet & Digital Media",Databases & Big Data,Kindle Edition,₹381.00,4.5,2.0,Thomas Kyte,2010.0,9781430272977,4.2672
2069,Database Design and Modeling with Google Cloud,Abirami Sukumaran,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"₹2,549.00",5.0,3.0,Abirami Sukumaran,2023.0,9781804611456,28.5488
2083,People Skills for Analytical Thinkers,Gilbert Eijkelenboom,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"₹1,577.00",4.4,237.0,Gilbert Eijkelenboom,2021.0,9798780170563,17.662399999999998
2095,Practical SQL: A Beginner's Guide to Storytelling with Data,Anthony Debarros,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"₹1,937.40",4.7,153.0,Anthony DeBarros,2018.0,1593278276,21.69888
2097,AWS Certified Machine Learning Specialty MLS-C01 Certification Guide,Somanath Nanda,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,"₹3,459.00",4.1,36.0,Somanath Nanda,2021.0,9781800569003,38.7408
2112,YouTube Secrets: The Ultimate Guide to Growing Your Following and Making Money as a Video Influencer,Sean Connell,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹274.00,4.5,3285.0,Sean Cannell,2018.0,1544511817,3.0688
2123,THE DESIGN OF EVERYDAY THINGS,Don Norman,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹627.00,4.4,7255.0,Don Norman,1988.0,046500394X,7.0224
2124,System Design Interview – An insider's guide,Alex Xu,"Computing, Internet & Digital Media",Internet & Social Media,Kindle Edition,"₹1,099.00",4.6,941.0,Alex Xu,2022.0,1736049119,12.3088
2130,"CCSP Certified Cloud Security Professional All-in-One Exam Guide, Third Edition",Daniel Carter,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,"₹3,788.33",4.4,21.0,Daniel Carter,2022.0,1264842201,42.429296
2134,The Man Who Solved the Market,Gregory Zuckerman,"Computing, Internet & Digital Media",Internet & Social Media,Audible Audiobook,₹888.00,4.4,4313.0,Gregory Zuckerman,,9780593086315,9.9456
2138,Voice over Internet Protocol (VoIP) Security,James F. Ransome  PhD  CISM  CISSP,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹708.00,5.0,2.0,"Ransome, , CISM, CISSP, James F.",2005.0,9780080470467,7.9296
2144,MY BRAIN HAS TOO MANY TABS OPEN,Tanya Goodin,"Computing, Internet & Digital Media",Internet & Social Media,Hardcover,₹618.00,3.9,23.0,Kimberly Hill,2017.0,9781522073260,6.9216
2146,INTERNET & WORLD WIDE WEB HOW TO PROGRAM,Deitel,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹170.00,3.5,4.0,Paul J. Deitel,2001.0,0130161438,1.904
2149,HATCHING TWITTER,Nick Bilton,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,₹440.00,4.4,2742.0,Nick Bilton,2013.0,9781591847083,4.928
2154,(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,Mike Chapple,"Computing, Internet & Digital Media",Network Administration,Paperback,"₹5,210.00",4.7,1208.0,Mike Chapple,2021.0,1119790026,58.352
2156,Computer Networks: A Top-Down Approach,Behrouz A. Forouzan,"Computing, Internet & Digital Media",Network Administration,Paperback,₹945.00,4.1,98.0,James F. Kurose,2016.0,0133594149,10.584
2162,Voice over Internet Protocol (VoIP) Security,James F. Ransome  PhD  CISM  CISSP,"Computing, Internet & Digital Media",Network Administration,Paperback,₹708.00,5.0,2.0,"Ransome, , CISM, CISSP, James F.",2005.0,9780080470467,7.9296
2167,"Embedded Linux Development Using Yocto Project Cookbook: Practical recipes to help you leverage the power of Yocto to build exciting Linux-based systems, 2nd Edition",Alex González,"Computing, Internet & Digital Media",Network Administration,Kindle Edition,₹722.39,4.3,29.0,Alex Gonzalez,2018.0,9781788399210,8.090768
2176,Information Security Governance,Andrej Volchkov,"Computing, Internet & Digital Media",Network Administration,Paperback,"₹4,361.00",3.9,3.0,Krag Brotby,2008.0,9781118585511,48.843199999999996
2177,The Mobile Application Hacker's Handbook,Dominic Chell,"Computing, Internet & Digital Media",Network Administration,Kindle Edition,₹412.41,4.6,68.0,Dominic Chell,2015.0,9781118958506,4.618992
2184,Programming Massively Parallel Processors: A Hands-on Approach,David B. Kirk,"Computing, Internet & Digital Media",Network Administration,Paperback,"₹3,250.00",5.0,13.0,David B. Kirk,2016.0,9780128119860,36.4
2191,"CCNA 200-301 Official Cert Guide, Volume 1",Wendell Odom,"Computing, Internet & Digital Media",Network Administration,Hardcover,₹427.00,4.7,1297.0,Wendell Odom,2021.0,9780135768495,4.7824
2193,Computer Organization and Architecture,Rajaraman,"Computing, Internet & Digital Media",Network Administration,Paperback,₹210.00,2.9,11.0,"Stallings, William.",1987.0,9780130812940,2.352
2200,Machine Learning with PyTorch and Scikit-Learn,Sebastian Raschka,"Computing, Internet & Digital Media",Operating Systems,Paperback,₹970.00,4.5,246.0,Sebastian Raschka,2022.0,1801819319,10.864
2203,"LINUX BASICS FOR HACKERS: Getting Started with Networking, Scripting, and Security in Kali",OccupyTheWeb,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹2,115.00",4.7,2188.0,OccupyTheWeb,2018.0,1593278551,23.688
2206,"Embedded Linux Development Using Yocto Project Cookbook: Practical recipes to help you leverage the power of Yocto to build exciting Linux-based systems, 2nd Edition",Alex González,"Computing, Internet & Digital Media",Operating Systems,Kindle Edition,₹722.39,4.3,29.0,Alex Gonzalez,2018.0,9781788399210,8.090768
2235,Python Essential Reference,David Beazley,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹3,290.00",4.6,174.0,David M. Beazley,2000.0,9780735710917,36.848
2242,UNIX and Linux System Administration Handbook,Evi Nemeth,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹5,321.00",4.8,651.0,Evi Nemeth,2017.0,9780134278285,59.5952
2244,Kali Linux Revealed: Mastering the Penetration Testing Distribution,Raphael Hertzog,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹2,800.00",4.4,562.0,Raphael Hertzog,2017.0,0997615605,31.36
2249,OpenJDK Cookbook,Alex Kasko,"Computing, Internet & Digital Media",Operating Systems,Paperback,"₹3,059.00",3.0,1.0,Alex Kasko,2015.0,9781849698405,34.260799999999996
2250,Data Structures And Algorithms Made Easy: Data Structures And Algorithmic Puzzles,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹575.00,4.4,2993.0,Narasimha Karumanchi,2016.0,9788193245279,6.4399999999999995
2253,Data Structures and Algorithms Made Easy in Java,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹599.00,4.3,1189.0,Narasimha Karumanchi,2011.0,1466304162,6.7088
2255,Data Structure and Algorithmic Thinking with Python: Data Structure and Algorithmic Puzzles,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Kindle Edition,₹449.00,4.3,763.0,Narasimha Karumanchi,2015.0,9788192107592,5.0288
2258,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹311.00,4.3,83338.0,Gabrielle Zevin,2024.0,9780593466490,3.4832
2259,Data Structure and Algorithmic Thinking with Python,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹599.00,4.3,763.0,Narasimha Karumanchi,2015.0,9788192107592,6.7088
2265,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹599.00,4.4,2993.0,Narasimha Karumanchi,2011.0,9780615459813,6.7088
2269,Algorithms,Sanjoy Dasgupta,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹640.00,5.0,2.0,Thomas H. Cormen,2022.0,0070131430,7.168
2275,Solutions Architect's Handbook - Second Edition,Saurabh Shrivastava,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,"₹1,473.48",4.4,286.0,Saurabh Shrivastava,2022.0,9781801816618,16.502976
2282,System Design Interview – An insider's guide,Alex Xu,"Computing, Internet & Digital Media",Programming & Software Development,Kindle Edition,"₹1,099.00",4.6,941.0,Alex Xu,2022.0,1736049119,12.3088
2287,The Staff Engineer's Path,Tanya Reilly,"Computing, Internet & Digital Media",Programming & Software Development,Kindle Edition,"₹1,140.00",4.6,402.0,Michael B. Riddle,2022.0,9798354930661,12.768
2288,Coding Interview Questions,Narasimha Karumanchi,"Computing, Internet & Digital Media",Programming & Software Development,Kindle Edition,₹449.00,4.3,382.0,Narasimha Karumanchi,2014.0,9788192107516,5.0288
2293,Python Tricks: A Buffet Of Awesome Python Features,Dan Bader,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,₹327.00,4.5,1736.0,Dan Bader,2017.0,9781775093305,3.6624
2294,Accelerate,Nicole Forsgren Phd,"Computing, Internet & Digital Media",Programming & Software Development,Paperback,"₹1,563.00",4.5,2975.0,Nicole Forsgren,2018.0,1942788371,17.5056
2304,THE MAN EATING LEOPARD OF RUDRAPRAYAG,Jim Corbett,"Computing, Internet & Digital Media",Software,Paperback,₹105.00,4.7,1736.0,Jim Corbett,1948.0,,1.176
2314,"Financial Modeling, fifth edition",Simon Benninga,"Computing, Internet & Digital Media",Software,Hardcover,"₹7,489.00",4.6,38.0,Simon Benninga,2022.0,9780262046428,83.8768
2328,The Man-eating Leopard of Rudraprayag,Jim Corbett,"Computing, Internet & Digital Media",Software,Kindle Edition,₹107.10,4.7,1736.0,Jim Corbett,1948.0,,1.19952
2340,AWS Certified Machine Learning Specialty MLS-C01 Certification Guide,Somanath Nanda,"Computing, Internet & Digital Media",Software,Paperback,"₹3,459.00",4.1,36.0,Somanath Nanda,2021.0,9781800569003,38.7408
2347,The Children's Machine: Rethinking School In The Age Of The Computer,Seymour Papert,"Computing, Internet & Digital Media",Software,Paperback,"₹1,300.00",4.5,36.0,Desconocido,,,14.56
2350,Masala Lab,Ashok Krish,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹259.00,4.5,2487.0,Krish Ashok,2021.0,9780143451372,2.9008
2353,Indian Superfoods,RUJUTA DIWEKAR,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹206.00,4.4,2037.0,Rujuta Diwekar,2016.0,9788193237236,2.3072
2356,My Life in Full,INDRA NOOYI,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹324.00,4.6,3546.0,Indra Nooyi,2021.0,059319179X,3.6288
2357,The Food Book,Subah Saraf,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Hardcover,₹499.00,4.4,787.0,George Seddon,1977.0,0528220136,5.5888
2360,THE PCOD THYROID BOOK,Rujuta Diwekar,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹245.00,4.4,3522.0,Rujuta Diwekar,2016.0,938572441X,2.7439999999999998
2363,Ayurvedic Cooking for Self-Healing,Usha Lad,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹134.00,4.2,691.0,Usha Lad,1994.0,1883725054,1.5008
2364,Everyday Ayurveda (Hindi),BHASWATI BHATTACHARYA,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹205.00,3.9,65.0,Desconocido,,9780143429869,2.296
2370,METABOLICAL,Dr Robert Lustig,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹500.00,4.6,3779.0,Haylie Pomroy,2013.0,0091948185,5.6
2374,THEORY OF COOKERY,Arora,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹269.00,4.6,1074.0,Krishan Arora Arora,,9788184095036,3.0128
2377,Yummy Tummy - Back to Roots,Aarthi Satheesh,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Kindle Edition,₹250.00,4.2,51.0,Aarthi Satheesh,2022.0,9781636406060,2.8
2381,THE DIET MYTH,Professor Tim Spector,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹415.00,4.5,3695.0,Professor Tim Spector,2016.0,9781780229003,4.648
2386,Mrs K M Mathew’s Finest Recipes,K.M. Pala,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Hardcover,₹401.00,4.2,20.0,K. M. Mathew,2023.0,9780143453123,4.4912
2387,THE WORLD ATLAS OF COFFEE,James Hoffmann,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Hardcover,"₹1,200.00",4.8,3877.0,James Hoffmann,2014.0,9781770854703,13.44
2389,Kitchen Confidential,Anthony Bourdain,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Kindle Edition,₹378.10,4.5,21869.0,Anthony Bourdain,2016.0,9788807880292,4.23472
2392,Everyone Can Cook,Vikas Khanna,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Kindle Edition,₹264.91,3.8,67.0,Eric Akis,2005.0,1552856143,2.9669920000000003
2394,The How Not To Die Cookbook,Michael Greger,"Crafts, Home & Lifestyle","Food, Drink & Entertaining",Paperback,₹697.00,4.6,10954.0,Michael Greger,2018.0,9798474981734,7.8064
2400,Relaxing Mandala Coloring Book For Adults,Wonder House Books,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,₹99.00,4.4,329.0,Morgan Sky Printing Press,2020.0,9798583060955,1.1088
2402,Flowers Coloring Book for adults,Wonder House Books,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,₹99.00,4.4,129.0,sk painting house,2020.0,9798624543461,1.1088
2407,Sudoku Puzzles - Book 2,Maple Press,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,₹90.00,4.3,131.0,Arroyo Publishing,2021.0,9798721171888,1.008
2417,Puzzles to Puzzle You,Shakuntala Devi,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,₹151.00,4.3,627.0,Shakuntala Devi,1976.0,8122200141,1.6912
2424,Mandala Coloring Book For Adults,Wonder House Books,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,₹99.00,4.3,55.0,Mahna. V Publication,2021.0,9798751739690,1.1088
2444,Bobby Fischer Teaches Chess,Bobby Fischer,"Crafts, Home & Lifestyle",Games & Quizzes,Mass Market Paperback,₹311.00,4.1,8833.0,Bobby Fischer,2010.0,9780552673976,3.4832
2447,BRAIN GAMES FOR ADULTS,Gareth Moore,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,₹711.00,4.4,108.0,Gareth Moore,2021.0,9781789293821,7.9632
2450,Trees Of South India,Paul Blanchflower,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Paperback,₹608.00,5.0,4.0,Eleni Asouti,2007.0,9781598742312,6.8096
2451,101 Essential Tips Bonsai,Harry Tomlinson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Paperback,₹252.49,4.4,4138.0,Harry Tomlinson,2003.0,9781635614381,2.827888
2455,The One-Straw Revolution,Masanobu Fukuoka,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Paperback,₹890.68,4.6,1725.0,Masanobu Fukuoka,1985.0,8185569312,9.975615999999999
2463,RHS Gardening Month by Month,DK,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Flexibound,₹690.00,4.6,1141.0,Ian Spence,2007.0,9781405318167,7.728
2467,Silent Spring,Rachel Carson,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Paperback,₹284.00,4.5,3727.0,Rachel Carson,1962.0,0140273719,3.1808
2477,An Agricultural Testament,Sir Albert Howard,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Paperback,₹739.00,4.8,101.0,"Howard, Albert Sir.",1976.0,,8.2768
2479,Digital Landscape Architecture Now,Nadia Amoroso,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Hardcover,₹729.50,4.1,8.0,Nadia Amoroso,2012.0,0500342822,8.1704
2485,PEEP INSIDE THE GARDEN,Anna Milbourne,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Board book,₹399.00,4.7,1868.0,Anna Milbourne,2016.0,1409572137,4.4688
2488,Bringing Nature Home: Floral Arrangements Inspired by Nature,Ngoc Minh Ngo,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Hardcover,"₹2,655.30",4.5,97.0,Ngoc Minh Ngo,2012.0,9780847838004,29.73936
2490,RHS Encyclopedia Of Plants and Flowers,Christopher Brickell,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Hardcover,"₹1,999.00",4.8,1273.0,Royal Horticultural Society Staff,2008.0,140533097X,22.3888
2492,Floret Farm's A Year in,Erin Benzakein,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Hardcover,"₹1,989.00",4.9,2794.0,Sami Yaser,2021.0,9798515305222,22.2768
2496,Teach Yourself Gardening,Pramila Mehra,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Paperback,₹150.00,3.6,54.0,Richard Sudell,1946.0,,1.68
2505,THE ARTIST'S WAY,Julia Cameron,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Paperback,₹519.00,4.5,10871.0,Julia Cameron,1992.0,1585421464,5.8128
2516,Perspective Made Easy (Dover Art Instruction),Ernest Norling,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Paperback,₹498.00,4.5,4054.0,Ernest R. Norling,1999.0,9781635613346,5.5776
2517,Bird by Bird,Anne Lamott,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Paperback,₹406.25,4.5,7550.0,Anne Lamott,2020.0,1501258958,4.55
2518,The Blue Lotus,Hergé,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Paperback,₹474.00,4.7,458.0,Roberta Latow,2025.0,0747269378,5.3088
2525,Elements Of Style,Erin Gates,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Hardcover,"₹1,385.00",4.8,9597.0,"William Strunk, Jr.",1920.0,9798774624829,15.512
2529,Easy Origami (Dover Origami Papercraft),John Montroll,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Paperback,₹238.00,4.5,7618.0,John Montroll,2010.0,9781635611281,2.6656
2533,Q&A a Day,Potter Gift,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Diary,₹547.00,4.6,9204.0,Potter Style,2010.0,9780307719775,6.1264
2540,Drawing on the Right Side of the Brain :,Betty Edwards,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Paperback,₹713.00,4.7,4256.0,Betty Edwards,1999.0,9780874774245,7.9856
2547,Sketching Product Design Presentation,Koos Eissen,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Hardcover,"₹2,626.00",4.5,61.0,Roselien Steur,2014.0,906369329X,29.4112
2548,Sketching,Koos Eissen,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Paperback,"₹2,099.00",4.6,343.0,Frasier Cheng-Binns,2018.0,9781793158727,23.5088
2549,Opaque Colour,Milind Mulick,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Paperback,₹180.00,4.2,21.0,Milind Mulick,2016.0,8179252949,2.016
2556,THE DESIGN OF EVERYDAY THINGS,Don Norman,"Crafts, Home & Lifestyle",Home & House Maintenance,Paperback,₹627.00,4.4,7255.0,Don Norman,1988.0,046500394X,7.0224
2566,Vastu for Home and Office,Sudhir Sharma,"Crafts, Home & Lifestyle",Home & House Maintenance,Paperback,₹712.00,3.0,7.0,Sudhir Sharma,2012.0,9381411174,7.9744
2571,"National Geographic Complete Guide to Herbs and Spices: Remedies, Seasonings, and Ingredients to Improve Your Health and Enhance Your Life",Nancy J. Hajeski,"Crafts, Home & Lifestyle",Home & House Maintenance,Paperback,₹849.00,4.8,74.0,Nancy J. Hajeski,2015.0,142621586X,9.508799999999999
2572,Dakshin: Vegetarian Cuisine from South India,Chandra Padmanabhan,"Crafts, Home & Lifestyle",Home & House Maintenance,Paperback,₹419.00,4.6,168.0,Chandra Padmanabhan,1994.0,9780207181870,4.6928
2576,A Monk's Guide to a Clean House and Mind,Shoukei Matsumoto,"Crafts, Home & Lifestyle",Home & House Maintenance,Paperback,₹259.00,4.3,1562.0,Shoukei Matsumoto,2018.0,184614969X,2.9008
2577,Lagom,Niki Brantmark,"Crafts, Home & Lifestyle",Home & House Maintenance,Hardcover,₹361.00,4.5,1032.0,Linnea Dunne,2017.0,0762463759,4.0432
2580,NATURE AND ART OF WORKMANSHIP,David Pye,"Crafts, Home & Lifestyle",Home & House Maintenance,Paperback,"₹2,037.00",4.6,100.0,David Pye,1968.0,9780521060165,22.8144
2582,The Conscious Closet,Elizabeth L. Cline,"Crafts, Home & Lifestyle",Home & House Maintenance,Paperback,₹648.93,4.5,287.0,Elizabeth L. Cline,2019.0,9781524744304,7.268015999999999
2585,Prashad Cooking with Indian Masters,Gupta Singh,"Crafts, Home & Lifestyle",Home & House Maintenance,Hardcover,₹445.00,4.4,243.0,J. Kalra,2001.0,8170230063,4.984
2589,How to Keep House While Drowning,KC Davis,"Crafts, Home & Lifestyle",Home & House Maintenance,Hardcover,₹487.69,4.7,6234.0,K. C. Davis,2020.0,1529159423,5.462128
2598,"The Life-Changing Magic of Tidying: A simple, effective way to banish clutter forever",Marie Kondo,"Crafts, Home & Lifestyle",Home & House Maintenance,Kindle Edition,₹265.06,4.3,56570.0,Marie Kondo,2014.0,0091955106,2.968672
2599,Feng Shui Modern,Cliff Tan,"Crafts, Home & Lifestyle",Home & House Maintenance,Hardcover,"₹1,207.50",4.7,496.0,I. R. B. Media,2024.0,9798350068634,13.524
2607,THE BOOK OF ICHIGO ICHIE,Francesc Miralles,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Hardcover,₹340.00,4.6,1865.0,Francesc Miralles,2020.0,9781529401295,3.808
2608,Ayurveda Advantage,Vicram Sharma,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Paperback,₹162.00,4.5,2.0,Vicram Sharma,2024.0,0143455303,1.8144
2611,Elements Of Style,Erin Gates,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Hardcover,"₹1,385.00",4.8,9597.0,"William Strunk, Jr.",1920.0,9798774624829,15.512
2629,So It Began,Owen Mullen,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Kindle Edition,₹349.11,4.3,369.0,Owen Mullen,2017.0,9781913682118,3.910032
2632,The Essential Writings of Dr Edward Bach,Dr Edward Bach,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Paperback,₹261.61,4.5,150.0,Edward Bach,2005.0,0091906725,2.930032
2634,New York: Through a Fashion Eye,Megan Hess,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Hardcover,"₹1,503.00",4.8,584.0,Megan Hess,2023.0,9781743799604,16.8336
